Bytes; TimeMs
8; 18,0800
40; 17,8800
72; 15,4800
104; 13,0000
136; 11,2400
168; 10,1600
200; 10,8800
232; 9,9600
264; 10,3600
296; 10,7200
328; 10,1200
360; 9,5600
392; 9,0000
424; 9,8000
456; 10,6400
488; 11,0800
520; 9,9200
552; 11,0400
584; 9,9600
616; 9,6000
648; 10,4400
680; 9,3600
712; 10,6800
744; 11,0000
776; 10,5200
808; 10,2400
840; 10,4400
872; 9,7600
904; 11,1600
936; 10,5600
968; 10,9600
1000; 10,3600
1032; 10,2400
1064; 11,1200
1096; 10,9200
1128; 10,5200
1160; 10,0000
1192; 10,1200
1224; 10,2000
1256; 10,1600
1288; 11,5600
1320; 10,1200
1352; 10,6800
1384; 11,5200
1416; 10,4800
1448; 9,8400
1480; 10,7600
1512; 11,8400
1544; 11,1600
1576; 10,5600
1608; 10,2400
1640; 10,8000
1672; 10,2800
1704; 10,3200
1736; 9,6800
1768; 10,2000
1800; 10,4800
1832; 10,2800
1864; 10,3600
1896; 10,8000
1928; 10,8800
1960; 10,8400
1992; 12,0400
2024; 10,4400
2056; 11,8000
2088; 10,6000
2120; 10,2000
2152; 10,2000
2184; 10,5600
2216; 10,6400
2248; 11,2400
2280; 11,1600
2312; 11,6000
2344; 10,0000
2376; 10,4400
2408; 11,6400
2440; 11,2400
2472; 10,8800
2504; 11,8400
2536; 11,2800
2568; 9,8000
2600; 10,4400
2632; 10,7200
2664; 11,1200
2696; 11,5600
2728; 9,8800
2760; 10,2400
2792; 9,8800
2824; 10,4400
2856; 10,2400
2888; 10,0000
2920; 13,8800
2952; 14,4800
2984; 13,3200
3016; 13,8400
3048; 14,3200
3080; 15,2000
3112; 14,2400
3144; 12,4000
3176; 14,9600
3208; 15,5600
3240; 14,4800
3272; 14,5200
3304; 12,5200
3336; 11,8400
3368; 14,3200
3400; 15,3600
3432; 16,1600
3464; 9,7200
3496; 10,1600
3528; 10,3200
3560; 10,0800
3592; 10,0000
3624; 10,6000
3656; 10,3200
3688; 9,7600
3720; 9,8800
3752; 10,0800
3784; 9,9600
3816; 9,7600
3848; 10,1600
3880; 9,8800
3912; 10,4800
3944; 9,5600
3976; 9,7200
4008; 9,7600
4040; 9,4400
4072; 10,1600
4104; 14,0400
4136; 14,6400
4168; 13,6400
4200; 13,8000
4232; 13,8400
4264; 12,6800
4296; 14,6000
4328; 15,4800
4360; 14,8800
4392; 16,2800
4424; 14,6800
4456; 9,9600
4488; 9,5200
4520; 9,6000
4552; 9,6400
4584; 9,6400
4616; 9,7600
4648; 9,5600
4680; 9,8800
4712; 9,8400
4744; 9,7600
4776; 10,0400
4808; 10,0000
4840; 9,7600
4872; 9,9200
4904; 9,3600
4936; 9,6400
4968; 9,4400
5000; 9,6000
5032; 10,0800
5064; 9,8000
5096; 13,7600
5128; 16,2800
5160; 13,2800
5192; 9,9600
5224; 9,7600
5256; 9,9600
5288; 10,3200
5320; 10,9600
5352; 10,0800
5384; 9,8400
5416; 11,4800
5448; 10,4000
5480; 9,8400
